태양광발전시설명,소재지도로명주소,소재지지번주소,정제WGS84위도,정제WGS84경도,설치상세위치구분명,가동상태구분명,설비용량(KW),공급전압(V),주파수(Hz),설치연도,세부용도,허가일자,허가기관,설치면적(㎥),데이터기준일자
KEPCO-03-F51다해산업태양광발전소,,,,,,정상가동,194.4,380,60,2021,발전사업용,2021-03-25,화성시,,2023-06-12
KEPCO-03-F52신흥플랜트태양광발전소,,,,,,정상가동,184.8,380,60,2021,발전사업용,2021-04-01,화성시,,2023-06-12
KEPCO-03-F53원명에스티에스태양광발전소,,,,,,정상가동,162.4,380,60,2021,발전사업용,2021-03-04,화성시,,2023-06-12
KEPCO-03-F54대한에스티에스(주)1태양광발전소,,,,,,정상가동,184.8,380,60,2021,발전사업용,2021-03-04,화성시,,2023-06-12
KEPCO-03-F55대한에스티에스㈜2태양광발전소,,,,,,정상가동,437.6,380,60,2021,발전사업용,2021-03-04,화성시,,2023-06-12
KEPCO-03-F56(주)엘엠에이치코리아태양광발전소,,,,,,정상가동,182.4,380,60,2021,발전사업용,2021-03-19,화성시,,2023-06-12
KEPCO세건엔지니어링태양광발전소,,,,,,정상가동,123.2,380,60,2021,발전사업용,2021-03-11,화성시,,2023-06-12
KEPCO태신인팩태양광발전소,,,,,,정상가동,348.88,380,60,2021,발전사업용,2021-07-15,화성시,,2023-06-12
KJ에너지,경기도 이천시 호법면 덕평로497번길 267,,,,,폐기,99.36,380,60,2021,발전사업용,2018-09-21,이천시,,2023-06-05
KJ태양광발전소,,,,,,정상가동,5.48,380,60,2018,발전사업용,2018-08-03,화성시,,2023-06-12
KM10호태양광발전소,,,,,,정상가동,99.19,380,60,2022,발전사업용,2022-08-16,화성시,469.5,2023-06-12
KM11호태양광발전소,,,,,,정상가동,99.19,380,60,2022,발전사업용,2022-08-16,화성시,469.5,2023-06-12
KM1호태양광발전소,,,,,,정상가동,99.19,380,60,2022,발전사업용,2022-08-16,화성시,469.5,2023-06-12
KM2호태양광발전소,,,,,,정상가동,99.19,380,60,2022,발전사업용,2022-08-16,화성시,469.5,2023-06-12
KM3호태양광발전소,,,,,,정상가동,99.19,380,60,2022,발전사업용,2022-08-16,화성시,469.5,2023-06-12
KM4호태양광발전소,,,,,,정상가동,99.19,380,60,2022,발전사업용,2022-08-16,화성시,469.5,2023-06-12
KM5호태양광발전소,,,,,,정상가동,99.19,380,60,2022,발전사업용,2022-08-16,화성시,469.5,2023-06-12
KM6호태양광발전소,,,,,,정상가동,99.19,380,60,2022,발전사업용,2022-08-16,화성시,469.5,2023-06-12
KM7호태양광발전소,,,,,,정상가동,99.19,380,60,2022,발전사업용,2022-08-16,화성시,469.5,2023-06-12
KM8호태양광발전소,,,,,,정상가동,99.19,380,60,2022,발전사업용,2022-08-16,화성시,469.5,2023-06-12
KM9호태양광발전소,,,,,,정상가동,99.19,380,60,2022,발전사업용,2022-08-16,화성시,469.5,2023-06-12
KSRE 안성4 태양광발전소,,경기도 안성시 삼죽면 용월리 409-3(건물 위),,,,가동중단,723.6,380,60,2023,,2023-02-22,안성시,,2023-07-06
KS파워,,,,,,정상가동,70.2,380,60,2022,발전사업용,2022-10-31,화성시,356,2023-06-12
KT Agri PV 이천 태양광발전소,,경기도 이천시 모가면 서경리 347-4,,,,폐기,24.48,380,60,2019,발전사업용,2019-03-04,이천시,,2023-06-05
KTS 태양광발전소,,,,,,정상가동,25.5,380,60,2012,발전사업용,2012-10-04,화성시,,2023-06-12
KT동부물류센터 태양광발전소,경기도 이천시 신둔면 원적로 332,,,,,정상가동,350,380,60,2016,발전사업용,2016-08-05,이천시,,2023-06-05
KnH솔라 KTC 태양광발전소,,경기도 화성시 팔탄면 해창리 160외5필지(건물지붕),,,,정상가동,1387,22900,60,2013,발전사업용,,경기도,,2022-12-31
KnH솔라 KTC 태양광발전소,,,,,,정상가동,1387,22900,60,2012,발전사업용,2012-06-21,화성시,,2023-06-12
LG천막공사 태양광발전소,경기도 이천시 마장면 이장로290번길 145,,,,,가동중단,19.11,220,60,2023,발전사업용,2021-11-22,이천시,,2023-06-05
Lagom 발전소 1차,,경기도 안성시 원곡면 내가천리 산39-2,,,,정상가동,97.92,380,60,2018,사업용,2018-02-02,안성시,,2023-07-06
M*TE Center 태양광발전소,,,,,,정상가동,99,380,60,2014,발전사업용,2014-11-21,화성시,,2023-06-12
MH에너지태양광발전소,,경기도 이천시 설성면 장능리 202-1,,,,정상가동,98.8,380,60,2018,발전사업용,2018-03-19,이천시,,2023-06-05
MH태양광발전소,,경기도 이천시 장호원읍 선읍리 462-9,,,,정상가동,90.72,380,60,2019,발전사업용,2017-09-27,이천시,,2023-06-05
MK태양광발전소,경기도 남양주시 진건읍 고재로191번길 63,,,,,정상가동,98.49,380,60,2020,,2017-04-07,남양주시,,2023-06-02
MK태양광발전소,,경기도 이천시 장호원읍 대서리 883-8,,,,정상가동,97.2,380,60,2019,발전사업용,2018-07-20,이천시,,2023-06-05
M타워태양광발전소,경기도 남양주시 진접읍 해밀예당1로 220,,,,,정상가동,70.72,380,60,2020,,2017-06-27,남양주시,,2023-06-02
NEO태양광발전소,,경기도 이천시 율면 산양리 480-2,,,,폐기,97.2,380,60,2021,발전사업용,2018-05-01,이천시,,2023-06-05
O2(오투)태양광발전소,,경기도 이천시 장호원읍 풍계리 산58,,,,정상가동,99.28,380,60,2019,발전사업용,2018-03-12,이천시,,2023-06-05
OCI강북정수장,,경기도 남양주시 삼패동 397,,,,정상가동,2981,22900,60,2014,발전사업용,,경기도,,2022-12-31
OSY 태양광발전소,경기도 양평군 용문면 갈지길 35-6,경기도 양평군 용문면 금곡리 215번지 3호,,,기타,정상가동,57.6,380,60,2019,,2018-09-17,양평군,,2023-06-20
P31태양광발전소,,,,,,정상가동,7.76,380,60,2019,발전사업용,2019-08-13,화성시,,2023-06-12
R&K태양광발전소,,,,,,정상가동,496.4,380,60,2018,발전사업용,2018-09-20,화성시,,2023-06-12
SC에너지,경기도 이천시 호법면 덕평로497번길 267,,,,,가동중단,99.36,380,60,2021,발전사업용,2018-09-21,이천시,,2023-06-05
SC에너지발전소,,경기도 이천시 대월면 부필리 541-10,,,,정상가동,750,22900,60,2020,발전사업용,2019-10-15,이천시,,2023-06-05
SG SUN 태양광발전소,,경기도 이천시 설성면 장능리 200,,,,정상가동,497.86,380,60,2019,발전사업용,2018-07-10,이천시,,2023-06-05
SG 태양광발전소,,경기도 안성시 양성면 방축리 925-3,,,,정상가동,99.65,380,60,2021,사업용,2021-10-18,안성시,,2023-07-06
SHL햇빛 태양광발전소,,"경기도 안성시 양성면 방축리 산60, 산61",,,,가동중단,397.44,380,60,2018,,2018-08-29,안성시,,2023-07-06
SHT태양광발전소,,경기도 이천시 호법면 매곡리 산53-67,,,,가동중단,997.9,22900,60,2020,발전사업용,2017-03-30,이천시,,2023-06-05
SH태양광발전소2호,,,,,,정상가동,98.8,380,60,2017,발전사업용,2017-11-16,화성시,,2023-06-12
SH태양광발전소3호,,,,,,정상가동,99.4,380,60,2017,발전사업용,2017-11-10,화성시,,2023-06-12
SH태양광발전소4호,,,,,,정상가동,99.4,380,60,2017,발전사업용,2017-11-16,화성시,,2023-06-12
SH태양광발전소5호,,,,,,정상가동,85.68,380,60,2017,발전사업용,2017-11-16,화성시,,2023-06-12
SH태양광발전소호,,,,,,정상가동,99.4,380,60,2017,발전사업용,2017-11-10,화성시,,2023-06-12
SID태양광발전소,,,,,,정상가동,297.36,380,60,2022,발전사업용,2022-11-21,화성시,417.6,2023-06-12
SJ2호 태양광발전소,,경기도 이천시 장호원읍 선읍리 산142-20,,,,정상가동,95.76,380,60,2020,발전사업용,2018-09-07,이천시,,2023-06-05
SJ태양광발전소,,경기도 이천시 장호원읍 선읍리 483-2,,,,정상가동,97,380,60,2016,발전사업용,2015-03-20,이천시,,2023-06-05
SKNS 태양 빛 발전소-1호,경기도 수원시 장안구 장안로 120,,,,,정상가동,996.68,22900,60,2022,발전사업용,2022-08-16,이천시,,2023-06-05
SK화성동탄self태양광발전소,,,,,,정상가동,29.63,380,60,2019,발전사업용,2019-08-22,화성시,,2023-06-12
SPS태양광발전소,경기도 남양주시 와부읍 석실로자운길 129-12,경기도 남양주시 와부읍 도곡리 17-1,,,,정상가동,99,380,60,2023,,2015-01-21,남양주시,,2023-06-02
SSM P*WER태양광발전소,,,,,,정상가동,99.9,380,60,2020,발전사업용,2020-03-06,화성시,,2023-06-12
STS1호태양광발전소,,,,,,정상가동,29.6,380,60,2020,발전사업용,2020-04-13,화성시,,2023-06-12
SUN Energy 태양광발전소,,경기도 이천시 설성면 장능리 179,,,,정상가동,99.28,380,60,2019,발전사업용,2018-10-26,이천시,,2023-06-05
SUNRISE태양광발전소,,,,,,정상가동,79.36,380,60,2016,발전사업용,2016-10-27,화성시,,2023-06-12
SYNT3호태양광발전소,,,,,,정상가동,309.4,380,60,2022,발전사업용,2022-10-20,화성시,1453.56,2023-06-12
SY태양광발전소,,경기도 이천시 장호원읍 선읍리 462-2,,,,정상가동,90.72,380,60,2019,발전사업용,2017-09-27,이천시,,2023-06-05
SY태양광발전소,,,,,,정상가동,62.4,380,60,2019,발전사업용,2019-04-29,화성시,,2023-06-12
Seis 태양광발전소,,경기도 안성시 계동 197-5,,,,정상가동,99.36,380,60,2018,사업용,2018-08-27,안성시,,2023-07-06
Sunup태양광발전소,,,,,,정상가동,99,380,60,2018,발전사업용,2018-07-09,화성시,,2023-06-12
TS 1호 태양광발전소,,,,,,정상가동,61.44,380,60,2022,발전사업용,2022-03-15,화성시,,2023-06-12
TW에너지태양광발전소,,경기도 이천시 설성면 대죽리 산194-1,,,,폐기,196.2,380,60,2021,발전사업용,2018-05-01,이천시,,2023-06-05
U&I태양광,,,,,,정상가동,69.6,380,60,2021,발전사업용,2021-01-18,화성시,,2023-06-12
WJW태양광발전소,,경기도 이천시 장호원읍 와현리 34-7,,,,정상가동,99.28,380,60,2019,발전사업용,2018-06-15,이천시,,2023-06-05
YJ2호 태양광발전소,,경기도 이천시 장호원읍 선읍리 산142-20,,,,정상가동,95.76,380,60,2020,발전사업용,2018-09-07,이천시,,2023-06-05
YJ태양광발전소,,경기도 이천시 장호원읍 선읍리 483-2,,,,정상가동,99.2,380,60,2018,발전사업용,2017-05-29,이천시,,2023-06-05
YKT 태양광발전소,경기도 양평군 용문면 용문로 354-2,경기도 양평군 용문면 용문로 354-2,,,기타,정상가동,36.92,380,60,2017,,2017-03-31,양평군,,2023-06-20
YUD* CF동 태양광발전소,,,,,,정상가동,297,380,60,2015,발전사업용,2015-04-08,화성시,,2023-06-12
k-solar1호태양광발전소,,,,,,정상가동,99.72,380,60,2021,발전사업용,2021-03-26,화성시,,2023-06-12
k-water 시흥정수장 태양광발전소,,"경기도 시흥시 군자동 786, 안산시 단원구 선부동 1169(한국수자원공사 관천권 관리단 시흥정수장 사업장 내)",,,,정상가동,1212,22900,60,2017,발전사업용,,경기도,,2022-12-31
kepco-3-F1-이토피아 태양광발전소,,경기도 안성시 죽산면 당목리 694,,,,정상가동,218.4,380,60,2020,사업용,2014-07-08,안성시,,2023-07-06
kepco-3-F6-신영이엔지 태양광발전소,,"경기도 안성시 미양면 구례리 109-16,109-28",,,,정상가동,163.8,380,60,2020,사업용,2020-12-15,안성시,,2023-07-06
sk화성동탄맥태양광발전소,,,,,,정상가동,29.63,380,60,2019,발전사업용,2019-09-02,화성시,,2023-06-12
㈜**기업 태양광발전소,,,,,,정상가동,15,380,60,2020,발전사업용,2020-04-29,화성시,,2023-06-12
㈜구도이엔지태양광발전소,,,,,,정상가동,54,380,60,2021,발전사업용,2021-05-03,화성시,,2023-06-12
㈜글로벌노바텍,,,,,,정상가동,76.5,380,60,2018,발전사업용,2018-03-26,화성시,,2023-06-12
㈜누리하이테크,,,,,,정상가동,22.64,380,60,2018,발전사업용,2018-08-16,화성시,,2023-06-12
㈜늘푸른1태양광발전소,,,,,,정상가동,99.68,380,60,2021,발전사업용,2021-04-14,화성시,,2023-06-12
㈜늘푸른2태양광발전소,,,,,,정상가동,99.88,380,60,2021,발전사업용,2021-01-26,화성시,,2023-06-12
㈜늘푸른3태양광발전소,,,,,,정상가동,99.88,380,60,2021,발전사업용,2021-01-26,화성시,,2023-06-12
㈜늘푸른4태양광발전소,,,,,,정상가동,99.88,380,60,2021,발전사업용,2021-01-26,화성시,,2023-06-12
㈜늘푸른5태양광발전소,,,,,,정상가동,96.8,380,60,2021,발전사업용,2021-01-26,화성시,,2023-06-12
㈜늘푸른6태양광발전소,,,,,,정상가동,66,380,60,2021,발전사업용,2021-01-26,화성시,,2023-06-12
㈜대정 신재생에너지,,경기도 연천군 미산면 백석리 283-1,,,,정상가동,1986,22900,60,2020,발전사업용,,경기도,,2022-12-31
㈜도어텍1호 태양광발전소,,,,,,정상가동,723.76,380,60,2022,발전사업용,2022-06-29,화성시,3449,2023-06-12
㈜도어텍2호 태양광발전소,,,,,,정상가동,833.04,380,60,2022,발전사업용,2022-06-29,화성시,3475,2023-06-12
㈜동원피앤아이태양광발전소,,,,,,정상가동,76.16,380,60,2023,발전사업용,2023-03-20,화성시,758.4,2023-06-12
㈜두원 화성공장 태양광발전소,,,,,,정상가동,97.52,380,60,2013,발전사업용,2013-09-02,화성시,,2023-06-12
㈜명품마대산업,,,,,,정상가동,145.92,380,60,2023,발전사업용,2023-03-22,화성시,675.84,2023-06-12
㈜성진프린텍태양광발전소,,,,,,정상가동,55.1,380,60,2022,발전사업용,2022-12-13,화성시,266.4,2023-06-12
㈜소닉스테크,,,,,,정상가동,28.7,380,60,2019,발전사업용,2019-08-22,화성시,,2023-06-12
㈜솔루션스뱅크태양광발전소,,,,,,정상가동,298.8,380,60,2018,발전사업용,2018-10-11,화성시,,2023-06-12
㈜신환씨스템,,,,,,정상가동,316.68,380,60,2022,발전사업용,2022-12-27,화성시,1444.7,2023-06-12
㈜쏠라스토리포천1호 태양광발전소,,경기도 포천시 영중면 거사리 산33 외 3필지,,,,정상가동,1996,22900,60,2019,발전사업용,,경기도,,2022-12-31
㈜에스디태양광발전소,,,,,,정상가동,120.75,380,60,2023,발전사업용,2023-02-15,화성시,554.4,2023-06-12
㈜에스에이치에너지 발전소,,경기도 광주시 곤지암읍 삼합리 64-2외 12필지(13개동 건물위),,,,정상가동,1450,22900,60,2013,발전사업용,,경기도,,2022-12-31
㈜에스티아이1호 태양광발전소,,,,,,정상가동,224.64,380,60,2022,발전사업용,2022-06-15,화성시,1083.76,2023-06-12
㈜엔씨씨태양광,,,,,,정상가동,86.48,380,60,2019,발전사업용,2019-05-20,화성시,,2023-06-12
㈜엘젠태양광발전소,,,,,,정상가동,99.96,380,60,2023,발전사업용,2023-04-11,화성시,431.1,2023-06-12
㈜엠케이커머스태양광발전소,,,,,,정상가동,83.3,380,60,2023,발전사업용,2023-04-28,화성시,394.45,2023-06-12
㈜월드글로벌,,경기도 가평군 가평읍 대곡리 219-1,37.8228387140,127.5154077005,,정상가동,336.98,380,60,2022,발전사업용,2022-11-25,가평군,1591,2023-04-04
㈜월드이엔씨태양광발전소,,,,,,정상가동,80,380,60,2018,발전사업용,2018-04-16,화성시,,2023-06-12
㈜장운산업태양광발전소,,,,,,정상가동,176.32,380,60,2023,발전사업용,2023-04-03,화성시,759.4,2023-06-12
㈜조은그라스화이버태양광발전소,,,,,,정상가동,300,380,60,2018,발전사업용,2018-11-27,화성시,,2023-06-12
㈜조은엔지니어링 태양광발전소,,,,,,정상가동,384.75,380,60,2017,발전사업용,2017-01-02,화성시,,2023-06-12
㈜조은엔지니어링1태양광발전소,,,,,,정상가동,99.48,380,60,2023,발전사업용,2023-04-28,화성시,457.701,2023-06-12
㈜조은엔지니어링2태양광발전소,,,,,,정상가동,99.48,380,60,2023,발전사업용,2023-04-28,화성시,457.701,2023-06-12
㈜콘카그린쏠라1호,,경기도 평택시 포승읍 원정리 1173-5(건물위),,,,정상가동,1970,22900,60,2018,발전사업용,,경기도,,2022-12-31
㈜태암 태양광발전소,,"경기도 연천군 군남면 진상리 산56, 산56-1, 156, 156-2, 157",,,,정상가동,1999,22900,60,2020,발전사업용,,경기도,,2022-12-31
㈜테크세원2호태양광발전소,,,,,,정상가동,73.7,380,60,2017,발전사업용,2017-05-24,화성시,,2023-06-12
㈜테크세원태양광발전소,,,,,,정상가동,98.82,380,60,2015,발전사업용,2015-11-10,화성시,,2023-06-12
㈜파발로지스틱스태양광발전소,,,,,,정상가동,177,380,60,2022,발전사업용,2022-08-16,화성시,838.41,2023-06-12
㈜파워에스이,,,,,,정상가동,308.66,380,60,2021,발전사업용,2021-06-03,화성시,,2023-06-12
㈜팜스코 태양광발전소 1호,,경기도 이천시 부발읍 고백리 599-3(건물위),,,,정상가동,2990,22900,60,2014,발전사업용,,경기도,,2022-12-31
㈜푸름케이디 태양광발전소,"경기도 군포시 공단로 148, 150(당정동)",,,,옥외,정상가동,131.25,380,60,2020,발전사업용,2020-08-26,군포시,712,2022-11-03
㈜하나태양광발전소,,,,,,정상가동,0.88,380,60,2018,발전사업용,2018-06-20,화성시,,2023-06-12
㈜현민솔라 태양광발전소,,"경기도 이천시 대월면 군량리 산14-5, 산19",,,,정상가동,2100,22900,60,2020,발전사업용,,경기도,,2022-12-31
㈜화산태양광발전소,,,,,,정상가동,29.2,380,60,2019,발전사업용,2019-02-08,화성시,,2023-06-12
